
      	X(nS)     	Ch1(mV)      
 257  	2.5012    	-2.093826   
 258  	2.5110    	-2.093826   
 259  	2.5208    	-2.234451   
 260  	2.5305    	-2.187576   
 261  	2.5403    	-2.218826   
 262  	2.5501    	-2.031326   
 263  	2.5598    	-2.328201   
 264  	2.5696    	-2.218826   
 265  	2.5794    	-2.359451   
 266  	2.5892    	-2.296951   
 267  	2.5989    	-2.359451   
 268  	2.6087    	-2.109451   
 269  	2.6185    	-2.171951   
 270  	2.6282    	-2.250076   
 271  	2.6380    	-2.125076   
 272  	2.6478    	-2.406326   
 273  	2.6575    	-2.140701   
 274  	2.6673    	-2.203201   
 275  	2.6771    	-2.187576   
 276  	2.6869    	-2.203201   
 277  	2.6966    	-2.015701   
 278  	2.7064    	-2.250076   
 279  	2.7162    	-2.218826   
 280  	2.7259    	-2.218826   
 281  	2.7357    	-2.078201   
 282  	2.7455    	-2.000076   
 283  	2.7553    	-2.031326   
 284  	2.7650    	-2.015701   
 285  	2.7748    	-2.375076   
 286  	2.7846    	-2.281326   
 287  	2.7943    	-2.218826   
 288  	2.8041    	-2.078201   
 289  	2.8139    	-2.265701   
 290  	2.8236    	-2.109451   
 291  	2.8334    	-2.187576   
 292  	2.8432    	-2.234451   
 293  	2.8530    	-2.015701   
 294  	2.8627    	-2.062576   
 295  	2.8725    	-2.140701   
 296  	2.8823    	-2.218826   
 297  	2.8920    	-2.296951   
 298  	2.9018    	-2.125076   
 299  	2.9116    	-2.203201   
 300  	2.9213    	-2.312576   
 301  	2.9311    	-2.078201   
 302  	2.9409    	-2.031326   
 303  	2.9507    	-2.187576   
 304  	2.9604    	-2.109451   
 305  	2.9702    	-2.218826   
 306  	2.9800    	-2.015701   
 307  	2.9897    	-2.265701   
 308  	2.9995    	-2.250076   
 309  	3.0093    	-2.156326   
 310  	3.0191    	-2.437576   
 311  	3.0288    	-2.359451   
 312  	3.0386    	-2.156326   
 313  	3.0484    	-2.203201   
 314  	3.0581    	-1.921951   
 315  	3.0679    	-2.343826   
 316  	3.0777    	-1.937576   
 317  	3.0874    	-2.156326   
 318  	3.0972    	-2.218826   
 319  	3.1070    	-2.562576   
 320  	3.1168    	-2.093826   
 321  	3.1265    	-2.218826   
 322  	3.1363    	-2.140701   
 323  	3.1461    	-1.968826   
 324  	3.1558    	-1.953201   
 325  	3.1656    	-2.296951   
 326  	3.1754    	-2.296951   
 327  	3.1851    	-2.296951   
 328  	3.1949    	-2.203201   
 329  	3.2047    	-2.218826   
