
 1    	0.0000    	-0.684204   
 2    	0.0244    	-1.402954   
 3    	0.0489    	-1.331116   
 4    	0.0733    	-1.474854   
 5    	0.0977    	-1.474854   
 6    	0.1221    	-1.402954   
 7    	0.1466    	-1.546753   
 8    	0.1710    	-1.762329   
 9    	0.1954    	-2.121704   
 10   	0.2198    	-1.834229   
 11   	0.2443    	-1.906128   
 12   	0.2687    	-1.906128   
 13   	0.2931    	-1.618591   
 14   	0.3175    	-1.834229   
 15   	0.3420    	-1.402954   
 16   	0.3664    	-1.259216   
 17   	0.3908    	-1.834229   
 18   	0.4152    	-1.546753   
 19   	0.4397    	-2.481079   
 20   	0.4641    	-2.337341   
 21   	0.4885    	-2.552979   
 22   	0.5129    	-1.546753   
 23   	0.5374    	-2.912354   
 24   	0.5618    	-2.840454   
 25   	0.5862    	-2.337341   
 26   	0.6106    	-1.977966   
 27   	0.6351    	-2.193604   
 28   	0.6595    	-2.121704   
 29   	0.6839    	-1.762329   
 30   	0.7084    	-2.840454   
 31   	0.7328    	-1.977966   
 32   	0.7572    	-2.912354   
 33   	0.7816    	-3.271729   
 34   	0.8061    	-3.343628   
 35   	0.8305    	-1.906128   
 36   	0.8549    	-3.056091   
 37   	0.8793    	-2.265503   
 38   	0.9038    	-2.265503   
 39   	0.9282    	-1.906128   
 40   	0.9526    	-1.331116   
 41   	0.9770    	-2.481079   
 42   	1.0015    	-1.762329   
 43   	1.0259    	-2.624878   
 44   	1.0503    	-3.487366   
 45   	1.0747    	-2.481079   
 46   	1.0992    	-2.337341   
 47   	1.1236    	-2.409241   
 48   	1.1480    	-2.409241   
 49   	1.1724    	-2.337341   
 50   	1.1969    	-2.337341   
 51   	1.2213    	-2.337341   
 52   	1.2457    	-1.977966   
 53   	1.2702    	-2.481079   
 54   	1.2946    	-3.127990   
 55   	1.3190    	-2.265503   
 56   	1.3434    	-2.552979   
 57   	1.3679    	-2.768615   
 58   	1.3923    	-2.337341   
 59   	1.4167    	-1.977966   
 60   	1.4411    	-2.121704   
 61   	1.4656    	-0.756103   
 62   	1.4900    	-1.187378   
 63   	1.5144    	-2.121704   
 64   	1.5388    	-2.552979   
 65   	1.5633    	-2.337341   
 66   	1.5877    	-2.049865   
 67   	1.6121    	-1.762329   
 68   	1.6365    	-1.834229   
 69   	1.6610    	-1.402954   
 70   	1.6854    	-1.690491   
 71   	1.7098    	-3.056091   
 72   	1.7342    	-2.337341   
 73   	1.7587    	-2.840454   
 74   	1.7831    	-2.624878   
 75   	1.8075    	-2.984253   
 76   	1.8319    	-3.056091   
 77   	1.8564    	-2.552979   
 78   	1.8808    	-3.631104   
 79   	1.9052    	-3.631104   
 80   	1.9297    	-3.487366   
 81   	1.9541    	-2.912354   
 82   	1.9785    	-2.696716   
 83   	2.0029    	-2.193604   
 84   	2.0274    	-2.984253   
 85   	2.0518    	-2.984253   
 86   	2.0762    	-2.840454   
 87   	2.1006    	-2.840454   
 88   	2.1251    	-2.265503   
 89   	2.1495    	-1.834229   
 90   	2.1739    	-2.193604   
 91   	2.1983    	-1.834229   
 92   	2.2228    	-2.265503   
 93   	2.2472    	-1.906128   
 94   	2.2716    	-2.409241   
 95   	2.2960    	-2.265503   
 96   	2.3205    	-1.690491   
 97   	2.3449    	-1.187378   
 98   	2.3693    	-1.977966   
 99   	2.3937    	-2.409241   
 100  	2.4182    	-2.481079   
 101  	2.4426    	-2.265503   
 102  	2.4670    	-2.337341   
 103  	2.4915    	-2.481079   
 104  	2.5159    	-2.049865   
 105  	2.5403    	-1.690491   
 106  	2.5647    	-2.624878   
 107  	2.5892    	-2.481079   
 108  	2.6136    	-2.409241   
 109  	2.6380    	-2.265503   
 110  	2.6624    	-1.546753   
 111  	2.6869    	-2.409241   
 112  	2.7113    	-2.696716   
 113  	2.7357    	-2.337341   
 114  	2.7601    	-2.337341   
 115  	2.7846    	-2.409241   
 116  	2.8090    	-1.402954   
 117  	2.8334    	-0.612366   
 118  	2.8578    	-1.546753   
 119  	2.8823    	-1.762329   
 120  	2.9067    	-1.906128   
 121  	2.9311    	-2.049865   
 122  	2.9555    	-2.481079   
 123  	2.9800    	-2.337341   
 124  	3.0044    	-2.337341   
 125  	3.0288    	-2.481079   
 126  	3.0532    	-2.840454   
 127  	3.0777    	-3.127990   
 128  	3.1021    	-3.199829   
 129  	3.1265    	-3.271729   
 130  	3.1510    	-3.127990   
 131  	3.1754    	-2.265503   
 132  	3.1998    	-1.762329   
 133  	3.2242    	-1.402954   
 134  	3.2487    	-1.187378   
 135  	3.2731    	-1.331116   
 136  	3.2975    	-1.906128   
 137  	3.3219    	-1.834229   
 138  	3.3464    	-1.762329   
 139  	3.3708    	-2.049865   
 140  	3.3952    	-1.546753   
 141  	3.4196    	-1.331116   
 142  	3.4441    	-0.828003   
 143  	3.4685    	-1.331116   
 144  	3.4929    	-2.049865   
 145  	3.5173    	-1.906128   
 146  	3.5418    	-1.618591   
 147  	3.5662    	-2.049865   
 148  	3.5906    	-1.762329   
 149  	3.6150    	-1.906128   
 150  	3.6395    	-1.187378   
 151  	3.6639    	-2.121704   
 152  	3.6883    	-2.481079   
 153  	3.7128    	-1.977966   
 154  	3.7372    	-1.762329   
 155  	3.7616    	-0.324829   
 156  	3.7860    	-0.899841   
 157  	3.8105    	0.034546    
 158  	3.8349    	-0.109253   
 159  	3.8593    	-0.396729   
 160  	3.8837    	-1.259216   
 161  	3.9082    	-1.043579   
 162  	3.9326    	-1.259216   
 163  	3.9570    	-1.402954   
 164  	3.9814    	-1.187378   
 165  	4.0059    	-1.331116   
 166  	4.0303    	-0.612366   
 167  	4.0547    	-0.468628   
 168  	4.0791    	-0.828003   
 169  	4.1036    	0.106384    
 170  	4.1280    	-0.324829   
 171  	4.1524    	-0.181091   
 172  	4.1768    	-0.324829   
 173  	4.2013    	-0.037354   
 174  	4.2257    	-1.187378   
 175  	4.2501    	-1.474854   
 176  	4.2745    	-1.187378   
 177  	4.2990    	-1.618591   
 178  	4.3234    	-1.906128   
 179  	4.3478    	-2.265503   
 180  	4.3723    	-1.618591   
 181  	4.3967    	-2.409241   
 182  	4.4211    	-1.690491   
 183  	4.4455    	-1.474854   
 184  	4.4700    	-1.187378   
 185  	4.4944    	-0.899841   
 186  	4.5188    	-1.331116   
 187  	4.5432    	-0.540466   
 188  	4.5677    	-0.612366   
 189  	4.5921    	-0.396729   
 190  	4.6165    	-1.115479   
 191  	4.6409    	-0.396729   
 192  	4.6654    	-0.828003   
 193  	4.6898    	-1.259216   
 194  	4.7142    	-1.331116   
 195  	4.7386    	-1.906128   
 196  	4.7631    	-0.899841   
 197  	4.7875    	0.537659    
 198  	4.8119    	1.112671    
 199  	4.8363    	1.472046    
 200  	4.8608    	2.334534    
 201  	4.8852    	1.256409    
 202  	4.9096    	2.046997    
 203  	4.9340    	0.250122    
 204  	4.9585    	0.897034    
 205  	4.9829    	1.112671    
 206  	5.0073    	2.550171    
 207  	5.0318    	3.556396    
 208  	5.0562    	3.772034    
 209  	5.0806    	4.347046    
 210  	5.1050    	5.137634    
 211  	5.1295    	6.143920    
 212  	5.1539    	7.868896    
 213  	5.1783    	8.515747    
 214  	5.2027    	9.522034    
 215  	5.2272    	10.600159   
 216  	5.2516    	11.678283   
 217  	5.2760    	11.390747   
 218  	5.3004    	10.887634   
 219  	5.3249    	11.462646   
 220  	5.3493    	10.887634   
 221  	5.3737    	11.822021   
 222  	5.3981    	11.318909   
 223  	5.4226    	12.253295   
 224  	5.4470    	14.337646   
 225  	5.4714    	15.990784   
 226  	5.4958    	21.022034   
 227  	5.5203    	31.515747   
 228  	5.5447    	51.065796   
 229  	5.5691    	70.040771   
 230  	5.5936    	84.200195   
 231  	5.6180    	95.628288   
 232  	5.6424    	103.750114  
 233  	5.6668    	111.225090  
 234  	5.6913    	115.681396  
 235  	5.7157    	117.909538  
 236  	5.7401    	119.850098  
 237  	5.7645    	121.790764  
 238  	5.7890    	121.718864  
 239  	5.8134    	123.443848  
 240  	5.8378    	124.090820  
 241  	5.8622    	125.168938  
 242  	5.8867    	125.025146  
 243  	5.9111    	124.521965  
 244  	5.9355    	126.678215  
 245  	5.9599    	125.815788  
 246  	5.9844    	126.822021  
 247  	6.0088    	127.396973  
 248  	6.0332    	127.109497  
 249  	6.0576    	127.325188  
 250  	6.0821    	127.828239  
 251  	6.1065    	128.403320  
 252  	6.1309    	128.690796  
 253  	6.1553    	129.265747  
 254  	6.1798    	129.409531  
 255  	6.2042    	130.918945  
 256  	6.2286    	130.487671  
 257  	6.2531    	129.984482  
 258  	6.2775    	130.128296  
 259  	6.3019    	129.697006  
 260  	6.3263    	130.559570  
 261  	6.3508    	131.134521  
 262  	6.3752    	130.631348  
 263  	6.3996    	131.134521  
 264  	6.4240    	132.140747  
 265  	6.4485    	131.350098  
 266  	6.4729    	130.703247  
 267  	6.4973    	130.415771  
 268  	6.5217    	130.343872  
 269  	6.5462    	130.415771  
 270  	6.5706    	131.350098  
 271  	6.5950    	131.206421  
 272  	6.6194    	131.853271  
 273  	6.6439    	132.068832  
 274  	6.6683    	130.990723  
 275  	6.6927    	130.990723  
 276  	6.7171    	131.062622  
 277  	6.7416    	133.003296  
 278  	6.7660    	133.434570  
 279  	6.7904    	132.787598  
 280  	6.8149    	132.212646  
 281  	6.8393    	132.787598  
 282  	6.8637    	133.362656  
 283  	6.8881    	133.218872  
 284  	6.9126    	134.440796  
 285  	6.9370    	133.793945  
 286  	6.9614    	134.584473  
 287  	6.9858    	135.303223  
 288  	7.0103    	134.728271  
 289  	7.0347    	135.734482  
 290  	7.0591    	134.656372  
 291  	7.0835    	135.447006  
 292  	7.1080    	134.656372  
 293  	7.1324    	135.375122  
 294  	7.1568    	134.584473  
 295  	7.1812    	135.231445  
 296  	7.2057    	134.225082  
 297  	7.2301    	135.015747  
 298  	7.2545    	135.015747  
 299  	7.2789    	135.518921  
 300  	7.3034    	133.793945  
 301  	7.3278    	134.440796  
 302  	7.3522    	134.656372  
 303  	7.3766    	135.734482  
 304  	7.4011    	136.021957  
 305  	7.4255    	135.303223  
 306  	7.4499    	135.518921  
 307  	7.4744    	135.662598  
 308  	7.4988    	135.734482  
 309  	7.5232    	135.015747  
 310  	7.5476    	135.303223  
 311  	7.5721    	134.872055  
 312  	7.5965    	135.375122  
 313  	7.6209    	134.943848  
 314  	7.6453    	135.087646  
 315  	7.6698    	135.518921  
 316  	7.6942    	135.087646  
 317  	7.7186    	134.800171  
 318  	7.7430    	136.021957  
 319  	7.7675    	136.165771  
 320  	7.7919    	136.884521  
 321  	7.8163    	136.740723  
 322  	7.8407    	136.597046  
 323  	7.8652    	136.812622  
 324  	7.8896    	137.531357  
 325  	7.9140    	135.878296  
 326  	7.9384    	136.165771  
 327  	7.9629    	135.662598  
 328  	7.9873    	136.381348  
 329  	8.0117    	135.878296  
 330  	8.0362    	136.165771  
 331  	8.0606    	136.453247  
 332  	8.0850    	136.165771  
 333  	8.1094    	136.525146  
 334  	8.1339    	136.740723  
 335  	8.1583    	135.734482  
 336  	8.1827    	136.237671  
 337  	8.2071    	135.662598  
 338  	8.2316    	135.375122  
 339  	8.2560    	134.656372  
 340  	8.2804    	134.153320  
 341  	8.3048    	134.009521  
 342  	8.3293    	134.009521  
 343  	8.3537    	133.578247  
 344  	8.3781    	134.656372  
 345  	8.4025    	134.153320  
 346  	8.4270    	135.015747  
 347  	8.4514    	135.662598  
 348  	8.4758    	135.231445  
 349  	8.5002    	134.512695  
 350  	8.5247    	135.087646  
 351  	8.5491    	135.015747  
 352  	8.5735    	135.231445  
 353  	8.5979    	135.518921  
 354  	8.6224    	136.597046  
 355  	8.6468    	136.525146  
 356  	8.6712    	136.165771  
 357  	8.6957    	136.453247  
 358  	8.7201    	135.806396  
 359  	8.7445    	136.093872  
 360  	8.7689    	135.806396  
 361  	8.7934    	136.668930  
 362  	8.8178    	137.028320  
 363  	8.8422    	136.740723  
 364  	8.8666    	136.237671  
 365  	8.8911    	135.878296  
 366  	8.9155    	136.453247  
 367  	8.9399    	136.740723  
 368  	8.9643    	136.956406  
 369  	8.9888    	136.956406  
 370  	9.0132    	136.956406  
 371  	9.0376    	136.884521  
 372  	9.0620    	137.531357  
 373  	9.0865    	137.243881  
 374  	9.1109    	136.021957  
 375  	9.1353    	136.309570  
 376  	9.1597    	137.315796  
 377  	9.1842    	136.740723  
 378  	9.2086    	136.237671  
 379  	9.2330    	136.021957  
 380  	9.2574    	136.453247  
 381  	9.2819    	136.381348  
 382  	9.3063    	136.381348  
 383  	9.3307    	136.309570  
 384  	9.3552    	137.243881  
 385  	9.3796    	136.021957  
 386  	9.4040    	136.740723  
 387  	9.4284    	136.165771  
 388  	9.4529    	135.950195  
 389  	9.4773    	136.237671  
 390  	9.5017    	137.747070  
 391  	9.5261    	136.309570  
 392  	9.5506    	137.171997  
 393  	9.5750    	136.597046  
 394  	9.5994    	136.237671  
 395  	9.6238    	136.237671  
 396  	9.6483    	137.100098  
 397  	9.6727    	136.381348  
 398  	9.6971    	136.812622  
 399  	9.7215    	137.243881  
 400  	9.7460    	137.531357  
 401  	9.7704    	137.818832  
 402  	9.7948    	137.100098  
 403  	9.8192    	137.531357  
 404  	9.8437    	136.740723  
 405  	9.8681    	136.884521  
 406  	9.8925    	137.459473  
 407  	9.9170    	137.028320  
 408  	9.9414    	137.171997  
 409  	9.9658    	137.747070  
 410  	9.9902    	137.890747  
 411  	10.0147   	137.747070  
 412  	10.0391   	138.393921  
 413  	10.0635   	138.106445  
 414  	10.0879   	137.962646  
 415  	10.1124   	137.747070  
 416  	10.1368   	137.603271  
 417  	10.1612   	136.812622  
 418  	10.1856   	136.525146  
 419  	10.2101   	135.950195  
 420  	10.2345   	137.459473  
 421  	10.2589   	137.747070  
 422  	10.2833   	137.315796  
 423  	10.3078   	136.740723  
 424  	10.3322   	135.950195  
 425  	10.3566   	135.878296  
 426  	10.3810   	136.021957  
 427  	10.4055   	136.740723  
 428  	10.4299   	137.028320  
 429  	10.4543   	136.525146  
 430  	10.4787   	136.956406  
 431  	10.5032   	136.740723  
 432  	10.5276   	136.453247  
 433  	10.5520   	136.165771  
 434  	10.5765   	134.440796  
 435  	10.6009   	135.087646  
 436  	10.6253   	136.093872  
 437  	10.6497   	136.309570  
 438  	10.6742   	137.100098  
 439  	10.6986   	136.237671  
 440  	10.7230   	137.243881  
 441  	10.7474   	136.525146  
 442  	10.7719   	136.453247  
 443  	10.7963   	136.165771  
 444  	10.8207   	135.878296  
 445  	10.8451   	136.093872  
