
      	X(nS)     	Ch1(mV)      
 199  	9.6727    	0.437483    
 200  	9.7215    	0.187483    
 201  	9.7704    	0.281233    
 202  	9.8192    	0.531233    
 203  	9.8681    	0.499983    
 204  	9.9170    	0.531233    
 205  	9.9658    	0.531233    
 206  	10.0147   	0.390608    
 207  	10.0635   	0.437483    
 208  	10.1124   	0.328108    
 209  	10.1612   	0.281233    
 210  	10.2101   	0.390608    
 211  	10.2589   	0.406233    
 212  	10.3078   	0.249983    
 213  	10.3566   	0.499983    
 214  	10.4055   	0.499983    
 215  	10.4543   	0.234358    
 216  	10.5032   	0.406233    
 217  	10.5520   	0.484358    
 218  	10.6009   	0.484358    
 219  	10.6497   	0.624983    
 220  	10.6986   	0.546858    
 221  	10.7474   	0.390608    
 222  	10.7963   	0.265608    
 223  	10.8451   	0.421858    
 224  	10.8940   	0.531233    
 225  	10.9428   	0.218733    
 226  	10.9917   	0.312483    
 227  	11.0405   	0.218733    
 228  	11.0894   	0.437483    
 229  	11.1383   	0.312483    
 230  	11.1871   	0.437483    
 231  	11.2360   	0.515608    
 232  	11.2848   	0.562483    
 233  	11.3337   	0.796858    
 234  	11.3825   	0.265608    
 235  	11.4314   	0.343733    
 236  	11.4802   	0.484358    
 237  	11.5291   	0.359358    
 238  	11.5779   	0.546858    
 239  	11.6268   	0.421858    
 240  	11.6756   	0.578108    
 241  	11.7245   	0.421858    
 242  	11.7733   	0.437483    
 243  	11.8222   	0.593733    
 244  	11.8710   	0.593733    
 245  	11.9199   	0.562483    
 246  	11.9687   	0.453108    
 247  	12.0176   	0.468733    
 248  	12.0664   	0.343733    
 249  	12.1153   	0.484358    
 250  	12.1641   	0.265608    
 251  	12.2130   	0.203108    
 252  	12.2618   	0.468733    
 253  	12.3107   	0.265608    
 254  	12.3596   	0.312483    
 255  	12.4084   	0.374983    
 256  	12.4573   	0.390608    
 257  	12.5061   	0.593733    
 258  	12.5550   	0.390608    
 259  	12.6038   	0.140608    
 260  	12.6527   	0.484358    
 261  	12.7015   	0.406233    
 262  	12.7504   	0.359358    
 263  	12.7992   	0.421858    
 264  	12.8481   	0.624983    
 265  	12.8969   	0.796858    
 266  	12.9458   	0.359358    
 267  	12.9946   	0.312483    
 268  	13.0435   	0.281233    
 269  	13.0923   	0.546858    
 270  	13.1412   	0.406233    
 271  	13.1900   	0.546858    
 272  	13.2389   	0.515608    
 273  	13.2877   	0.468733    
 274  	13.3366   	0.390608    
 275  	13.3854   	0.296858    
 276  	13.4343   	0.406233    
 277  	13.4831   	0.249983    
 278  	13.5320   	0.249983    
 279  	13.5808   	0.390608    
 280  	13.6297   	0.515608    
 281  	13.6786   	0.421858    
 282  	13.7274   	0.406233    
 283  	13.7763   	0.203108    
 284  	13.8251   	0.374983    
 285  	13.8740   	0.484358    
 286  	13.9228   	0.421858    
 287  	13.9717   	0.499983    
 288  	14.0205   	0.531233    
 289  	14.0694   	0.499983    
 290  	14.1182   	0.687483    
 291  	14.1671   	0.593733    
 292  	14.2159   	0.562483    
 293  	14.2648   	0.499983    
 294  	14.3136   	0.390608    
 295  	14.3625   	0.171858    
 296  	14.4113   	0.312483    
 297  	14.4602   	0.359358    
 298  	14.5090   	0.453108    
 299  	14.5579   	0.656233    
 300  	14.6067   	0.421858    
 301  	14.6556   	0.578108    
 302  	14.7044   	0.453108    
 303  	14.7533   	0.734358    
 304  	14.8021   	0.531233    
 305  	14.8510   	0.781233    
 306  	14.8999   	0.531233    
 307  	14.9487   	0.374983    
 308  	14.9976   	0.343733    
 309  	15.0464   	0.484358    
 310  	15.0953   	0.531233    
 311  	15.1441   	0.421858    
 312  	15.1930   	0.515608    
 313  	15.2418   	0.359358    
 314  	15.2907   	0.546858    
 315  	15.3395   	0.328108    
 316  	15.3884   	0.453108    
 317  	15.4372   	0.468733    
 318  	15.4861   	0.296858    
 319  	15.5349   	0.343733    
 320  	15.5838   	0.374983    
 321  	15.6326   	0.406233    
 322  	15.6815   	0.687483    
 323  	15.7303   	0.499983    
 324  	15.7792   	0.406233    
 325  	15.8280   	0.328108    
 326  	15.8769   	0.437483    
 327  	15.9257   	0.703108    
 328  	15.9746   	0.671858    
 329  	16.0234   	0.546858    
 330  	16.0723   	0.296858    
 331  	16.1212   	0.343733    
 332  	16.1700   	0.437483    
 333  	16.2189   	0.484358    
 334  	16.2677   	0.624983    
 335  	16.3166   	0.453108    
 336  	16.3654   	0.593733    
 337  	16.4143   	0.484358    
 338  	16.4631   	0.515608    
 339  	16.5120   	0.343733    
 340  	16.5608   	0.484358    
 341  	16.6097   	0.593733    
 342  	16.6585   	0.343733    
 343  	16.7074   	0.281233    
 344  	16.7562   	0.749983    
 345  	16.8051   	0.531233    
 346  	16.8539   	0.499983    
 347  	16.9028   	0.593733    
 348  	16.9516   	0.593733    
 349  	17.0005   	0.546858    
 350  	17.0493   	0.765608    
 351  	17.0982   	0.609358    
 352  	17.1470   	0.499983    
 353  	17.1959   	0.531233    
 354  	17.2447   	0.390608    
 355  	17.2936   	0.187483    
 356  	17.3425   	0.656233    
 357  	17.3913   	0.671858    
 358  	17.4402   	0.640608    
 359  	17.4890   	0.374983    
 360  	17.5379   	0.468733    
 361  	17.5867   	0.468733    
 362  	17.6356   	0.453108    
 363  	17.6844   	0.453108    
 364  	17.7333   	0.328108    
 365  	17.7821   	0.515608    
 366  	17.8310   	0.515608    
 367  	17.8798   	0.640608    
 368  	17.9287   	0.515608    
 369  	17.9775   	0.562483    
 370  	18.0264   	0.390608    
 371  	18.0752   	0.531233    
 372  	18.1241   	0.421858    
 373  	18.1729   	0.609358    
 374  	18.2218   	0.374983    
 375  	18.2706   	0.249983    
 376  	18.3195   	0.312483    
 377  	18.3683   	0.218733    
 378  	18.4172   	0.249983    
 379  	18.4660   	-0.046892   
 380  	18.5149   	0.156233    
 381  	18.5638   	0.296858    
 382  	18.6126   	0.437483    
 383  	18.6615   	0.968733    
 384  	18.7103   	1.468733    
 385  	18.7592   	2.156233    
 386  	18.8080   	2.531354    
 387  	18.8569   	2.359357    
 388  	18.9057   	2.078108    
 389  	18.9546   	1.312483    
 390  	19.0034   	-0.531267   
 391  	19.0523   	-2.000078   
 392  	19.1011   	-3.437639   
 393  	19.1500   	-3.968889   
 394  	19.1988   	-3.812639   
 395  	19.2477   	-2.656328   
 396  	19.2965   	-0.218767   
 397  	19.3454   	2.812605    
 398  	19.3942   	5.203229    
 399  	19.4431   	7.531476    
 400  	19.4919   	8.078351    
 401  	19.5408   	7.140851    
 402  	19.5896   	4.296979    
 403  	19.6385   	0.156233    
 404  	19.6873   	-4.234514   
 405  	19.7362   	-8.031511   
 406  	19.7851   	-9.937821   
 407  	19.8339   	-9.469010   
 408  	19.8828   	-6.328325   
 409  	19.9316   	-1.843828   
 410  	19.9805   	3.906355    
 411  	20.0293   	13.906598   
 412  	20.0782   	12.765973   
 413  	20.1270   	9.265851    
 414  	20.1759   	3.593855    
 415  	20.2247   	-2.703203   
 416  	20.2736   	-8.125261   
 417  	20.3224   	-11.484697  
 418  	20.3713   	-11.781571  
 419  	20.4201   	-9.672136   
 420  	20.4690   	-4.984514   
 421  	20.5178   	1.031233    
 422  	20.5667   	6.437604    
 423  	20.6155   	10.515851   
 424  	20.6644   	11.656598   
 425  	20.7132   	10.156476   
 426  	20.7621   	6.890729    
 427  	20.8109   	2.406232    
 428  	20.8598   	-2.468828   
 429  	20.9086   	-6.297075   
 430  	20.9575   	-7.937760   
 431  	21.0064   	-7.234575   
 432  	21.0552   	-5.062639   
 433  	21.1041   	-1.921953   
 434  	21.1529   	1.296858    
 435  	21.2018   	3.890729    
 436  	21.2506   	5.171979    
 437  	21.2995   	5.125104    
 438  	21.3483   	4.015729    
 439  	21.3972   	2.124983    
 440  	21.4460   	0.531233    
 441  	21.4949   	-0.765642   
 442  	21.5437   	-1.265703   
