
      	X(nS)     	Ch1(mV)      
 254  	11.3708   	-3.646911   
 255  	11.4157   	-4.221923   
 256  	11.4607   	-3.718811   
 257  	11.5056   	-4.150024   
 258  	11.5506   	-4.581298   
 259  	11.5955   	-4.293762   
 260  	11.6404   	-4.509399   
 261  	11.6854   	-4.221923   
 262  	11.7303   	-3.862549   
 263  	11.7753   	-4.437561   
 264  	11.8202   	-4.725037   
 265  	11.8652   	-4.078186   
 266  	11.9101   	-4.078186   
 267  	11.9551   	-4.150024   
 268  	12.0000   	-3.790649   
 269  	12.0449   	-3.503174   
 270  	12.0899   	-4.221923   
 271  	12.1348   	-4.078186   
 272  	12.1798   	-3.790649   
 273  	12.2247   	-3.359436   
 274  	12.2697   	-3.503174   
 275  	12.3146   	-2.856262   
 276  	12.3596   	-4.078186   
 277  	12.4045   	-3.862549   
 278  	12.4494   	-3.646911   
 279  	12.4944   	-3.503174   
 280  	12.5393   	-4.150024   
 281  	12.5843   	-4.006287   
 282  	12.6292   	-4.006287   
 283  	12.6742   	-3.143799   
 284  	12.7191   	-2.640686   
 285  	12.7640   	-3.071899   
 286  	12.8090   	-3.934387   
 287  	12.8539   	-4.365662   
 288  	12.8989   	-3.862549   
 289  	12.9438   	-3.790649   
 290  	12.9888   	-3.718811   
 291  	13.0337   	-4.150024   
 292  	13.0787   	-3.071899   
 293  	13.1236   	-3.071899   
 294  	13.1685   	-3.000061   
 295  	13.2135   	-3.071899   
 296  	13.2584   	-2.784424   
 297  	13.3034   	-2.712524   
 298  	13.3483   	-2.856262   
 299  	13.3933   	-2.640686   
 300  	13.4382   	-1.562561   
 301  	13.4831   	-1.059387   
 302  	13.5281   	-1.993774   
 303  	13.5730   	-2.928161   
 304  	13.6180   	-2.425049   
 305  	13.6629   	-3.000061   
 306  	13.7079   	-2.568787   
 307  	13.7528   	-2.856262   
 308  	13.7978   	-3.071899   
 309  	13.8427   	-3.431274   
 310  	13.8876   	-3.359436   
 311  	13.9326   	-2.568787   
 312  	13.9775   	-2.928161   
 313  	14.0225   	-2.281311   
 314  	14.0674   	-3.646911   
 315  	14.1124   	-3.071899   
 316  	14.1573   	-3.790649   
 317  	14.2022   	-2.856262   
 318  	14.2472   	-3.071899   
 319  	14.2921   	-3.862549   
 320  	14.3371   	-2.712524   
 321  	14.3820   	-2.137512   
 322  	14.4270   	-2.568787   
 323  	14.4719   	-2.425049   
 324  	14.5169   	-3.215637   
 325  	14.5618   	-2.784424   
 326  	14.6067   	-3.646911   
 327  	14.6517   	-2.928161   
 328  	14.6966   	-2.712524   
 329  	14.7416   	-2.928161   
 330  	14.7865   	-3.503174   
 331  	14.8315   	-4.078186   
 332  	14.8764   	-3.215637   
 333  	14.9213   	-3.503174   
 334  	14.9663   	-3.646911   
 335  	15.0112   	-4.078186   
 336  	15.0562   	-3.862549   
 337  	15.1011   	-4.437561   
 338  	15.1461   	-3.718811   
 339  	15.1910   	-3.934387   
 340  	15.2360   	-2.712524   
 341  	15.2809   	-3.718811   
 342  	15.3258   	-3.431274   
 343  	15.3708   	-1.993774   
 344  	15.4157   	-3.503174   
 345  	15.4607   	-3.071899   
 346  	15.5056   	-3.287536   
 347  	15.5506   	-3.359436   
 348  	15.5955   	-3.575012   
 349  	15.6404   	-3.646911   
 350  	15.6854   	-3.575012   
 351  	15.7303   	-2.928161   
 352  	15.7753   	-1.418762   
 353  	15.8202   	-2.640686   
 354  	15.8652   	-3.503174   
 355  	15.9101   	-3.790649   
 356  	15.9551   	-4.221923   
 357  	16.0000   	-2.928161   
 358  	16.0449   	-1.778137   
 359  	16.0899   	-2.425049   
 360  	16.1348   	-2.856262   
 361  	16.1798   	-2.856262   
 362  	16.2247   	-2.928161   
 363  	16.2697   	-3.071899   
 364  	16.3146   	-2.856262   
 365  	16.3596   	-3.000061   
 366  	16.4045   	-3.143799   
 367  	16.4494   	-2.425049   
 368  	16.4944   	-3.287536   
 369  	16.5393   	-3.646911   
 370  	16.5843   	-3.575012   
 371  	16.6292   	-3.143799   
 372  	16.6742   	-2.784424   
 373  	16.7191   	-3.143799   
 374  	16.7640   	-3.503174   
 375  	16.8090   	-3.215637   
 376  	16.8539   	-4.078186   
 377  	16.8989   	-3.862549   
 378  	16.9438   	-3.431274   
 379  	16.9888   	-3.215637   
 380  	17.0337   	-2.353149   
 381  	17.0787   	-4.293762   
 382  	17.1236   	-3.862549   
 383  	17.1685   	-4.006287   
 384  	17.2135   	-3.143799   
 385  	17.2584   	-3.503174   
 386  	17.3034   	-2.928161   
 387  	17.3483   	-2.856262   
 388  	17.3933   	-2.856262   
 389  	17.4382   	-2.640686   
 390  	17.4831   	-3.287536   
 391  	17.5281   	-3.000061   
 392  	17.5730   	-2.712524   
 393  	17.6180   	-1.993774   
 394  	17.6629   	-2.425049   
 395  	17.7079   	-2.353149   
 396  	17.7528   	-2.856262   
 397  	17.7978   	-2.065674   
 398  	17.8427   	-2.425049   
 399  	17.8876   	-2.640686   
 400  	17.9326   	-2.784424   
 401  	17.9775   	-1.993774   
 402  	18.0225   	-2.137512   
 403  	18.0674   	-2.425049   
 404  	18.1124   	-2.712524   
 405  	18.1573   	-2.568787   
 406  	18.2022   	-1.778137   
 407  	18.2472   	-1.059387   
 408  	18.2921   	-2.065674   
 409  	18.3371   	-2.137512   
 410  	18.3820   	-3.862549   
 411  	18.4270   	-3.862549   
 412  	18.4719   	-3.071899   
 413  	18.5169   	-3.503174   
 414  	18.5618   	-2.496887   
 415  	18.6067   	-2.568787   
 416  	18.6517   	-2.281311   
 417  	18.6966   	-2.856262   
 418  	18.7416   	-3.503174   
 419  	18.7865   	-3.646911   
 420  	18.8315   	-3.000061   
 421  	18.8764   	-3.000061   
 422  	18.9213   	-3.790649   
 423  	18.9663   	-3.503174   
 424  	19.0112   	-3.359436   
 425  	19.0562   	-3.718811   
 426  	19.1011   	-4.437561   
 427  	19.1461   	-3.646911   
 428  	19.1910   	-2.856262   
 429  	19.2360   	-3.071899   
 430  	19.2809   	-1.706299   
 431  	19.3258   	-2.137512   
 432  	19.3708   	-2.065674   
 433  	19.4157   	-1.634399   
 434  	19.4607   	-2.928161   
 435  	19.5056   	-3.287536   
 436  	19.5506   	-3.575012   
 437  	19.5955   	-3.071899   
 438  	19.6404   	-3.431274   
 439  	19.6854   	-3.359436   
 440  	19.7303   	-3.000061   
 441  	19.7753   	-2.856262   
 442  	19.8202   	-2.353149   
 443  	19.8652   	-2.928161   
 444  	19.9101   	-2.856262   
 445  	19.9551   	-1.921936   
 446  	20.0000   	-1.706299   
 447  	20.0449   	-2.425049   
 448  	20.0899   	-2.353149   
 449  	20.1348   	-2.568787   
 450  	20.1798   	-2.281311   
 451  	20.2247   	-1.921936   
 452  	20.2697   	-2.137512   
 453  	20.3146   	-1.778137   
 454  	20.3596   	-2.425049   
 455  	20.4045   	-3.143799   
 456  	20.4494   	-2.568787   
 457  	20.4944   	-3.359436   
 458  	20.5393   	-2.137512   
 459  	20.5843   	-2.209412   
 460  	20.6292   	-2.712524   
 461  	20.6742   	-2.928161   
 462  	20.7191   	-2.856262   
 463  	20.7640   	-2.209412   
 464  	20.8090   	-1.634399   
 465  	20.8539   	-1.921936   
 466  	20.8989   	-1.850037   
 467  	20.9438   	-2.353149   
 468  	20.9888   	-1.706299   
 469  	21.0337   	-2.568787   
 470  	21.0787   	-3.287536   
 471  	21.1236   	-2.640686   
 472  	21.1685   	-0.843811   
 473  	21.2135   	-2.353149   
 474  	21.2584   	-2.209412   
 475  	21.3034   	-2.425049   
 476  	21.3483   	-2.209412   
 477  	21.3933   	-2.856262   
 478  	21.4382   	-2.137512   
 479  	21.4831   	-3.000061   
 480  	21.5281   	-2.425049   
 481  	21.5730   	-2.209412   
 482  	21.6180   	-2.137512   
 483  	21.6629   	-2.065674   
 484  	21.7079   	-2.425049   
 485  	21.7528   	-2.353149   
 486  	21.7978   	-3.143799   
 487  	21.8427   	-2.640686   
 488  	21.8876   	-2.856262   
 489  	21.9326   	-2.065674   
 490  	21.9775   	-3.071899   
 491  	22.0225   	-3.431274   
 492  	22.0674   	-3.359436   
 493  	22.1124   	-3.790649   
 494  	22.1573   	-1.993774   
 495  	22.2022   	-1.993774   
 496  	22.2472   	-1.993774   
 497  	22.2921   	-2.137512   
 498  	22.3371   	-2.496887   
 499  	22.3820   	-2.353149   
 500  	22.4270   	-1.778137   
 501  	22.4719   	-2.209412   
 502  	22.5169   	-2.425049   
 503  	22.5618   	-2.568787   
 504  	22.6067   	-2.568787   
 505  	22.6517   	-1.850037   
 506  	22.6966   	-2.425049   
 507  	22.7416   	-2.065674   
 508  	22.7865   	-1.993774   
 509  	22.8315   	-2.137512   
 510  	22.8764   	-2.137512   
 511  	22.9213   	-1.562561   
 512  	22.9663   	-1.275024   
 513  	23.0112   	-1.993774   
 514  	23.0562   	-2.712524   
 515  	23.1011   	-1.993774   
 516  	23.1461   	-2.568787   
 517  	23.1910   	-2.137512   
 518  	23.2360   	-2.425049   
 519  	23.2809   	-3.071899   
 520  	23.3258   	-2.425049   
 521  	23.3708   	-2.353149   
 522  	23.4157   	-1.418762   
 523  	23.4607   	-2.568787   
 524  	23.5056   	-2.065674   
 525  	23.5506   	-0.843811   
 526  	23.5955   	-1.850037   
 527  	23.6404   	-1.562561   
 528  	23.6854   	-1.562561   
 529  	23.7303   	-1.921936   
 530  	23.7753   	-0.843811   
 531  	23.8202   	-0.915649   
 532  	23.8652   	-1.706299   
 533  	23.9101   	-1.850037   
 534  	23.9551   	-1.490662   
 535  	24.0000   	-1.418762   
 536  	24.0449   	-2.425049   
 537  	24.0899   	-1.850037   
 538  	24.1348   	-1.203186   
 539  	24.1798   	-0.556274   
 540  	24.2247   	-0.340637   
 541  	24.2697   	-1.203186   
 542  	24.3146   	-1.203186   
 543  	24.3596   	-1.059387   
 544  	24.4045   	-2.137512   
 545  	24.4494   	-1.634399   
 546  	24.4944   	-1.778137   
 547  	24.5393   	-2.065674   
 548  	24.5843   	-1.850037   
 549  	24.6292   	-1.778137   
 550  	24.6742   	-1.059387   
 551  	24.7191   	-1.418762   
 552  	24.7640   	-1.059387   
 553  	24.8090   	-0.125061   
 554  	24.8539   	-0.700012   
 555  	24.8989   	0.378113    
 556  	24.9438   	1.312439    
 557  	24.9888   	1.959350    
 558  	25.0337   	3.181213    
 559  	25.0787   	3.899963    
 560  	25.1236   	5.121826    
 561  	25.1685   	6.559326    
 562  	25.2135   	7.421813    
 563  	25.2584   	8.859314    
 564  	25.3034   	10.728087   
 565  	25.3483   	11.374939   
 566  	25.3933   	11.231200   
 567  	25.4382   	13.531189   
 568  	25.4831   	18.778076   
 569  	25.5281   	44.221863   
 570  	25.5730   	65.424988   
 571  	25.6180   	82.387512   
 572  	25.6629   	94.534363   
 573  	25.7079   	102.656189  
 574  	25.7528   	109.843681  
 575  	25.7978   	114.803040  
 576  	25.8427   	117.031189  
 577  	25.8876   	119.834290  
 578  	25.9326   	121.343681  
 579  	25.9775   	122.062439  
 580  	26.0225   	124.290588  
 581  	26.0674   	125.081230  
 582  	26.1124   	125.081230  
 583  	26.1573   	126.374931  
 584  	26.2022   	128.099915  
 585  	26.2472   	128.387512  
 586  	26.2921   	128.531189  
