
      	X(nS)     	Ch1(mV)      
 187  	8.3596    	-82.713799  
 188  	8.4045    	-83.360649  
 189  	8.4494    	-83.576294  
 190  	8.4944    	-82.929436  
 191  	8.5393    	-83.504395  
 192  	8.5843    	-83.360649  
 193  	8.6292    	-83.791924  
 194  	8.6742    	-83.432549  
 195  	8.7191    	-83.288811  
 196  	8.7640    	-83.216919  
 197  	8.8090    	-83.216919  
 198  	8.8539    	-82.570061  
 199  	8.8989    	-83.001274  
 200  	8.9438    	-82.282524  
 201  	8.9888    	-82.641899  
 202  	9.0337    	-82.570061  
 203  	9.0787    	-82.570061  
 204  	9.1236    	-83.216919  
 205  	9.1685    	-83.935669  
 206  	9.2135    	-84.870049  
 207  	9.2584    	-84.726311  
 208  	9.3034    	-84.438774  
 209  	9.3483    	-85.229424  
 210  	9.3933    	-84.726311  
 211  	9.4382    	-84.151299  
 212  	9.4831    	-83.288811  
 213  	9.5281    	-83.001274  
 214  	9.5730    	-83.145020  
 215  	9.6180    	-83.935669  
 216  	9.6629    	-84.223145  
 217  	9.7079    	-84.366936  
 218  	9.7528    	-84.223145  
 219  	9.7978    	-84.007561  
 220  	9.8427    	-82.857544  
 221  	9.8876    	-83.288811  
 222  	9.9326    	-83.288811  
 223  	9.9775    	-83.863770  
 224  	10.0225   	-83.576294  
 225  	10.0674   	-82.857544  
 226  	10.1124   	-83.001274  
 227  	10.1573   	-82.641899  
 228  	10.2022   	-83.576294  
 229  	10.2472   	-83.001274  
 230  	10.2921   	-81.923149  
 231  	10.3371   	-82.641899  
 232  	10.3820   	-83.073174  
 233  	10.4270   	-82.857544  
 234  	10.4719   	-81.923149  
 235  	10.5169   	-81.779411  
 236  	10.5618   	-82.138786  
 237  	10.6067   	-82.641899  
 238  	10.6517   	-83.216919  
 239  	10.6966   	-82.498161  
 240  	10.7416   	-82.713799  
 241  	10.7865   	-83.360649  
 242  	10.8315   	-82.857544  
 243  	10.8764   	-82.282524  
 244  	10.9213   	-81.923149  
 245  	10.9663   	-82.498161  
 246  	11.0112   	-82.641899  
 247  	11.0562   	-82.713799  
 248  	11.1011   	-82.641899  
 249  	11.1461   	-83.073174  
 250  	11.1910   	-82.498161  
 251  	11.2360   	-82.570061  
 252  	11.2809   	-82.066895  
 253  	11.3258   	-82.210686  
 254  	11.3708   	-83.648186  
 255  	11.4157   	-82.929436  
 256  	11.4607   	-82.426270  
 257  	11.5056   	-82.498161  
 258  	11.5506   	-82.570061  
 259  	11.5955   	-83.073174  
 260  	11.6404   	-83.935669  
 261  	11.6854   	-84.295044  
 262  	11.7303   	-84.079399  
 263  	11.7753   	-84.438774  
 264  	11.8202   	-83.648186  
 265  	11.8652   	-83.360649  
 266  	11.9101   	-83.720024  
 267  	11.9551   	-83.935669  
